at1,at2,at3,at4,at5,at6,at7,at8,at9,at10,at11,at12,at13,at14,at15,at16,at17,at18,at19,at20,at21,at22,at23,at24,at25,at26,at27,at28,at29,at30,at31,at32,at33,at34,at35,at36,at37,at38,at39,at40,at41,at42,at43,at44,at45,at46,at47,at48,at49,at50,at51,at52,at53,at54,at55,at56,at57,at58,at59,at60,class
1,3,3,4,2,4,1,1,2,3,2,2,1,4,3,2,2,1,2,1,2,1,1,2,1,3,2,3,4,3,3,1,4,3,3,1,1,1,2,3,1,1,1,3,1,1,1,3,1,4,1,1,4,3,3,3,3,4,4,4,N
3,3,3,4,1,2,1,4,1,3,2,4,1,2,3,4,1,2,1,1,1,1,3,1,2,1,3,3,3,1,4,3,1,4,1,3,4,4,3,3,1,3,3,1,1,3,2,1,3,1,4,4,1,3,3,1,3,3,2,2,N
1,1,2,1,1,2,2,4,4,1,2,3,3,2,3,1,3,2,2,1,4,4,2,3,2,3,2,2,3,2,2,3,2,2,3,2,2,2,2,2,3,2,2,3,2,2,4,2,2,4,2,2,4,2,2,4,2,2,4,2,N
3,3,4,1,2,2,4,4,2,1,3,1,3,3,4,4,3,3,2,3,4,2,3,3,3,3,1,4,3,4,3,3,3,2,3,4,1,2,1,2,2,1,1,1,2,1,1,3,2,4,3,2,1,2,3,3,3,3,3,4,N
2,3,2,4,1,1,2,2,3,2,3,2,1,4,2,4,4,4,4,3,3,4,1,4,4,3,2,2,4,4,2,4,4,4,1,2,2,1,2,2,2,4,4,1,4,2,4,1,2,1,2,1,3,2,2,3,2,2,4,3,N
1,1,3,4,4,1,2,2,3,2,4,1,1,1,1,4,2,1,1,3,3,4,3,1,2,1,2,4,3,3,2,1,4,4,1,2,3,3,3,1,1,2,2,2,2,4,1,2,4,1,2,2,2,1,4,1,1,1,1,1,N
3,3,4,1,1,1,1,1,1,1,1,1,1,3,4,3,1,2,2,1,1,2,3,2,4,1,1,1,4,4,3,3,3,3,3,3,3,3,3,3,4,3,4,4,3,2,3,4,4,3,4,3,3,4,4,4,3,3,4,3,N
1,1,2,4,4,4,1,3,4,4,3,1,2,1,2,1,1,2,4,3,2,1,4,4,4,1,2,2,1,4,4,1,2,2,1,3,2,3,2,2,1,4,2,3,4,1,1,1,3,1,4,3,3,3,2,4,4,4,1,2,N
2,2,1,2,2,4,1,2,4,4,3,4,3,3,2,1,3,2,2,3,4,3,3,3,2,3,2,2,4,1,4,3,2,4,3,4,2,3,3,3,3,4,3,1,3,1,3,4,1,4,4,1,1,1,1,2,2,1,1,1,N
3,1,4,1,2,1,3,4,1,2,2,2,2,1,1,1,1,3,4,3,2,1,1,4,4,3,4,3,4,4,3,2,4,4,1,3,2,4,1,2,4,4,3,4,3,1,1,4,4,4,1,4,4,3,2,4,1,4,1,2,N
3,3,1,2,1,1,2,1,3,1,1,1,2,2,3,4,1,1,2,3,1,4,3,1,1,1,3,1,3,3,4,1,2,1,3,2,1,2,1,1,2,1,1,4,1,3,3,2,4,1,3,1,1,1,2,4,1,3,3,3,N
4,3,3,2,3,3,4,4,1,1,3,3,3,2,1,4,1,1,1,1,4,4,4,1,4,3,2,3,3,4,3,3,2,3,1,3,3,2,3,1,3,3,2,4,4,1,2,2,2,2,2,2,1,2,4,3,1,3,4,1,N
1,2,2,3,4,2,2,4,2,1,2,1,1,3,4,4,3,2,1,4,3,4,3,2,4,1,4,4,4,3,4,4,3,4,4,4,4,1,1,4,3,4,4,1,3,3,3,4,4,3,3,3,2,4,3,3,4,4,3,4,N
3,2,4,3,3,4,3,2,4,3,1,3,1,3,3,3,2,3,2,1,3,1,3,1,2,2,1,1,3,3,1,1,2,1,2,2,1,3,1,4,1,4,1,4,2,3,3,3,2,3,3,3,4,3,3,4,2,3,2,4,N
1,1,2,1,1,3,4,2,1,3,2,2,2,2,2,1,3,2,4,3,3,4,1,3,2,3,2,1,1,4,2,3,2,2,2,1,2,3,3,4,1,2,4,3,2,4,3,3,4,3,4,3,3,2,4,4,3,1,1,2,N
2,4,3,2,1,3,1,1,1,2,1,4,1,3,1,4,4,3,2,1,2,1,4,3,2,2,2,3,1,1,3,3,1,4,1,1,1,1,2,1,1,1,2,2,3,3,3,1,3,3,2,2,1,4,3,4,1,4,1,2,N
1,1,2,4,3,3,1,3,1,2,2,4,3,2,2,3,2,2,1,2,1,2,1,2,1,1,4,3,4,1,2,1,4,2,1,1,1,1,1,3,1,3,1,1,3,1,3,2,1,3,3,3,4,3,4,3,1,4,4,4,N
1,1,4,1,2,2,4,1,3,3,4,4,1,4,1,2,2,4,3,3,3,3,3,4,3,2,2,2,1,1,4,4,4,3,3,1,4,3,3,2,1,3,1,2,3,2,4,3,4,3,1,2,2,1,1,1,4,1,4,3,N
1,1,3,3,3,2,4,3,4,4,3,1,1,3,3,4,1,2,3,2,3,4,4,1,3,2,3,3,3,4,3,2,1,2,4,4,3,4,4,1,2,1,4,4,1,3,4,2,4,3,1,3,2,1,2,4,3,3,4,4,N
3,3,4,1,3,2,2,4,1,2,2,4,3,4,3,1,1,2,1,2,2,1,2,1,2,4,4,3,4,4,3,4,4,1,2,2,2,1,2,2,1,1,1,2,2,1,4,3,3,3,2,2,4,3,3,3,4,3,1,2,N
3,4,1,4,1,3,3,1,2,1,3,2,4,1,1,1,3,2,4,3,2,1,4,1,3,1,2,2,2,1,1,3,2,2,1,1,4,4,1,4,4,3,4,1,2,4,1,1,1,4,2,1,1,2,4,1,2,2,3,1,N
3,4,1,3,4,3,1,1,1,3,4,1,3,1,2,2,4,1,1,2,4,3,4,1,2,4,4,1,3,1,2,2,4,1,2,2,2,3,1,3,1,3,3,3,3,4,1,2,1,2,1,2,2,1,4,3,2,2,3,3,N
2,1,4,4,1,1,4,1,3,1,3,4,4,1,2,2,3,3,3,3,1,1,3,2,2,1,3,1,1,1,3,3,1,2,3,1,2,1,2,3,3,2,2,4,4,4,1,4,4,1,1,3,1,4,1,1,2,3,3,2,N
3,2,2,2,3,3,4,4,1,1,1,3,3,1,1,3,1,2,3,3,2,3,1,1,2,3,1,3,2,1,2,3,4,3,2,4,4,1,2,3,4,1,1,3,1,1,1,3,1,4,1,3,2,2,1,3,1,3,1,1,N
4,4,2,4,1,2,1,1,4,3,4,4,3,4,3,2,3,2,4,4,4,3,4,3,4,4,3,4,1,4,4,1,2,1,4,4,3,3,2,3,3,4,4,3,4,4,4,1,2,3,3,2,4,3,4,4,4,1,4,1,N
1,4,1,2,2,4,4,3,3,4,4,4,4,3,4,3,3,4,2,3,2,2,2,4,1,2,4,2,3,2,1,2,2,1,1,4,4,4,4,1,1,4,4,4,4,1,2,3,2,4,1,4,4,2,4,2,2,2,1,2,N
2,3,2,2,3,4,4,3,2,1,4,4,4,3,2,2,4,4,4,3,2,2,3,2,2,4,3,2,3,4,2,4,4,2,2,1,2,4,4,1,2,2,2,4,3,2,1,2,2,3,4,1,2,3,2,4,3,2,1,4,N
4,3,4,3,4,4,4,3,4,4,4,3,2,1,2,4,3,2,2,1,2,4,1,1,4,1,2,4,1,2,2,1,1,4,1,2,4,1,3,4,1,2,2,1,2,4,1,2,4,1,2,4,1,2,2,1,2,4,1,2,N
2,3,4,1,1,2,1,3,3,2,1,4,4,1,2,1,4,4,2,3,2,2,1,2,2,1,2,4,3,2,4,2,4,4,2,4,1,2,4,4,3,2,2,4,3,4,4,4,3,1,3,2,4,3,4,1,2,2,1,4,N
1,4,4,3,3,2,2,4,4,2,3,2,4,3,4,3,3,4,4,3,2,1,4,2,2,2,3,1,2,2,3,2,3,4,4,4,4,3,1,1,4,4,3,1,2,2,1,2,4,4,1,1,4,4,1,3,4,2,2,2,N
4,4,1,2,3,1,2,3,4,3,3,3,4,1,2,2,2,1,1,4,3,2,1,1,2,4,4,1,3,4,2,2,3,4,1,4,4,4,1,2,4,4,4,4,3,1,1,1,3,4,1,2,3,4,1,2,2,2,2,1,N
1,1,2,4,3,3,4,3,2,1,2,1,3,3,4,4,4,4,4,1,3,2,3,2,4,3,2,1,4,3,2,2,2,1,4,1,1,1,4,3,4,3,1,4,4,4,4,4,4,1,1,1,1,2,1,1,1,1,2,1,N
3,4,4,4,4,3,4,4,4,1,4,4,4,3,4,1,2,2,2,1,2,4,4,1,2,2,4,3,4,2,2,4,1,3,3,3,4,3,2,2,4,1,2,4,1,1,2,1,3,2,1,1,4,4,4,4,4,4,4,1,N
1,1,3,3,3,3,2,4,3,2,2,1,2,1,1,2,4,4,1,4,1,4,3,4,4,1,1,4,2,4,1,3,1,3,1,3,3,4,4,4,3,4,3,2,2,2,1,2,4,1,4,1,2,3,1,4,2,1,1,1,N
4,1,2,1,1,3,2,1,2,4,1,1,2,3,2,1,1,2,1,1,4,3,3,3,2,3,2,2,4,3,3,4,4,4,1,3,1,3,3,2,4,4,1,1,3,1,3,4,3,3,2,1,1,4,3,4,1,2,1,1,N
4,4,1,2,3,2,1,1,2,3,4,4,1,1,1,3,3,4,4,2,2,1,3,3,3,3,2,1,3,2,3,3,2,1,4,4,3,4,2,2,1,1,4,1,1,3,4,4,3,4,1,2,1,2,3,3,1,1,3,2,N
3,1,2,1,2,4,1,1,2,2,2,3,3,4,1,4,3,2,3,3,4,4,3,2,1,1,1,3,4,1,1,2,1,4,4,1,3,4,4,3,3,2,2,2,1,4,4,1,3,2,4,4,3,2,4,4,3,3,3,2,N
4,3,3,4,1,1,1,2,4,3,2,1,2,1,1,2,1,1,1,3,4,3,2,4,1,2,1,1,4,1,1,3,2,4,3,2,1,2,3,2,2,2,3,3,3,1,3,4,1,1,2,2,2,2,4,4,1,3,3,1,N
1,2,2,4,1,2,3,4,4,3,2,2,3,4,1,2,3,3,3,2,4,1,1,2,4,1,1,2,3,4,3,3,3,4,4,3,2,2,4,4,3,2,1,1,3,3,1,4,3,2,4,1,4,4,3,4,1,2,2,4,N
1,1,1,1,3,1,2,4,3,1,3,3,2,4,3,1,1,3,1,3,3,1,3,3,2,1,3,2,1,1,1,3,4,1,3,3,2,1,1,1,1,1,3,3,1,1,1,1,1,2,3,4,3,3,2,1,3,2,1,2,N
2,3,3,4,3,1,2,1,4,4,3,4,3,4,4,1,4,2,1,1,3,2,3,4,3,1,4,1,2,4,1,1,4,3,3,2,3,1,4,1,1,4,3,2,2,3,4,4,2,4,4,3,4,4,3,1,4,1,2,3,N
2,3,4,1,1,2,1,3,1,1,1,4,1,1,3,4,1,2,4,3,3,1,4,4,4,3,2,2,1,3,1,2,4,1,1,4,1,4,3,1,1,1,3,1,4,3,3,4,4,1,4,1,1,1,3,3,2,1,1,4,N
2,2,4,3,2,2,1,4,1,2,3,2,1,1,1,3,1,3,3,1,3,2,1,1,4,3,3,2,1,1,2,1,1,1,1,2,1,3,1,2,3,4,1,2,3,4,3,2,1,3,4,1,1,2,1,1,4,4,3,2,N
2,2,4,1,4,4,1,1,3,2,3,1,2,1,3,1,4,4,1,1,1,1,1,1,1,3,2,1,4,3,3,4,4,1,1,3,3,3,4,4,4,3,2,3,2,2,1,3,4,3,4,3,4,4,2,1,3,3,1,3,N
1,3,3,4,4,3,4,3,1,2,4,2,1,2,1,1,3,4,1,4,4,4,3,2,4,4,1,2,1,4,3,3,4,4,2,3,3,3,1,4,4,1,2,1,1,1,3,4,2,4,1,1,3,3,4,4,1,2,1,1,N
1,3,2,1,2,2,2,1,2,2,3,1,2,2,2,1,4,2,2,3,1,4,3,2,3,4,4,4,1,2,2,3,1,3,1,3,3,4,2,1,1,1,2,3,4,4,1,3,1,1,3,2,2,3,3,4,1,2,1,1,N
1,1,2,2,4,2,1,4,1,4,3,1,1,2,2,1,3,3,2,2,4,4,1,1,2,1,3,2,2,1,1,3,1,3,4,3,1,4,4,1,2,3,2,4,1,1,4,2,1,4,4,1,1,4,3,3,2,1,1,2,N
4,1,4,1,2,2,4,1,3,3,4,4,1,3,4,1,4,1,1,1,3,4,4,3,3,3,2,2,4,3,2,3,2,4,3,3,3,2,3,2,1,2,3,3,3,1,3,4,1,2,3,4,1,2,1,2,4,1,3,4,N
1,4,3,2,1,2,1,4,1,4,1,2,2,1,1,2,2,2,4,4,2,4,2,4,4,1,2,1,2,4,1,4,3,2,1,1,2,1,4,2,4,3,3,2,2,2,2,1,1,2,2,2,1,1,4,4,4,1,4,4,N
2,1,4,1,2,1,2,4,4,2,1,2,1,4,3,4,4,1,3,4,3,4,1,1,1,1,1,1,3,1,4,2,1,1,1,1,4,1,1,1,1,1,3,4,1,2,4,4,2,2,2,3,2,2,3,2,2,4,2,2,N
1,4,2,1,2,1,1,2,1,4,1,3,1,4,4,3,2,4,4,4,2,4,3,2,3,1,2,1,3,2,1,2,1,1,1,4,3,4,1,2,2,3,1,2,4,1,4,4,3,2,4,4,4,4,3,2,2,1,2,1,N
3,2,2,1,2,1,2,2,4,3,2,1,4,1,1,4,1,3,4,4,4,3,4,3,2,2,3,4,1,4,1,4,1,2,4,3,1,2,1,3,4,3,4,1,1,2,2,3,2,4,3,4,1,2,1,4,3,3,4,1,N
2,3,1,3,4,4,3,4,4,4,4,1,3,3,4,3,1,1,4,4,1,4,1,3,2,1,3,4,4,4,4,1,1,2,2,1,3,4,3,4,4,3,3,1,3,4,3,1,3,4,4,4,4,2,2,2,1,3,4,4,N
1,1,3,1,1,4,1,4,4,4,3,1,3,3,2,3,2,2,2,4,3,3,2,4,2,2,1,2,1,1,3,2,2,2,2,2,1,4,3,3,4,1,1,2,2,4,2,3,2,3,4,1,2,3,3,3,4,1,2,2,N
1,1,2,2,4,3,4,1,2,2,1,2,2,1,2,2,2,1,2,1,3,4,1,1,4,1,3,4,1,1,4,4,3,2,4,4,4,4,2,4,4,4,4,4,3,4,4,4,4,1,2,4,4,3,2,1,3,1,1,1,N
4,2,4,1,2,4,2,2,1,2,2,3,2,1,1,2,2,1,4,2,3,4,4,3,3,4,4,4,4,1,2,2,1,2,4,4,2,1,4,3,2,2,4,4,1,1,3,4,1,4,1,2,2,4,1,2,2,1,1,2,N
2,2,3,4,3,4,3,2,4,3,2,2,3,3,4,3,1,2,4,3,3,4,4,3,4,3,3,4,4,4,1,3,3,3,4,3,2,1,4,3,4,4,3,2,2,4,3,3,3,1,2,4,3,4,3,4,3,2,2,1,N
3,4,2,1,3,2,2,4,2,4,4,3,1,2,2,1,2,3,4,4,1,3,2,1,1,1,3,1,4,2,2,3,1,4,1,2,2,4,3,3,4,4,2,2,4,2,1,4,2,2,1,3,2,4,4,4,4,2,4,4,N
2,3,2,2,2,4,4,3,4,4,3,1,3,3,4,4,4,3,2,2,1,2,3,1,4,2,2,2,1,1,2,2,3,1,1,2,1,2,2,2,4,3,2,2,2,2,3,2,2,4,4,2,2,1,2,2,1,1,2,2,N
2,4,4,2,4,3,3,4,4,3,4,1,3,4,4,3,2,2,4,1,4,1,4,3,4,3,4,3,3,4,1,4,1,2,4,4,2,1,1,2,1,1,2,2,4,4,1,2,3,3,2,3,1,3,2,2,1,4,4,2,N
3,2,2,4,4,2,1,4,1,4,1,4,2,4,3,3,4,2,1,4,1,3,2,2,3,4,4,1,2,4,3,4,1,3,4,2,1,4,2,3,2,2,4,4,4,2,2,4,1,2,1,4,3,2,4,4,4,1,2,2,N
2,1,1,3,2,2,3,2,3,3,2,3,1,3,2,4,4,3,3,3,1,1,1,3,4,3,2,3,2,1,3,2,1,3,4,4,3,4,1,3,1,3,2,2,4,4,4,1,2,3,2,3,4,1,1,2,3,3,2,3,N
2,3,1,4,4,2,4,1,3,2,4,1,4,1,1,2,3,4,4,4,2,2,1,3,2,3,1,4,1,2,4,4,1,2,3,2,3,2,3,4,4,2,1,1,3,2,1,2,2,4,1,4,4,3,4,3,4,3,4,1,N
2,1,3,1,2,1,2,4,1,2,3,3,3,3,2,1,1,1,4,1,4,3,4,3,3,3,3,3,2,3,2,2,1,1,1,1,3,2,4,1,1,2,3,2,2,1,3,1,3,3,3,2,2,1,3,1,2,4,3,3,N
2,1,4,1,2,1,2,4,1,2,3,3,3,3,2,1,1,1,4,1,2,3,4,3,3,3,4,3,2,3,2,2,1,1,3,4,3,2,4,1,1,2,3,2,2,1,3,1,3,3,3,2,2,1,3,1,2,4,3,3,N
2,4,4,2,4,1,2,4,2,2,4,2,4,1,2,4,3,2,1,3,1,2,4,1,2,2,1,1,4,1,2,2,1,3,4,1,1,2,3,4,3,3,4,4,1,3,1,4,4,1,2,2,2,1,4,4,1,2,2,4,N
2,3,4,4,4,3,3,3,4,1,1,1,3,3,2,3,2,1,1,2,1,1,3,4,4,1,1,2,2,3,4,3,2,3,2,2,2,1,1,1,1,2,4,1,1,2,4,2,1,2,4,1,2,4,3,2,2,4,3,2,N
4,1,4,3,2,1,2,3,3,2,1,3,3,3,3,1,2,4,1,2,1,2,1,1,1,4,2,3,2,2,3,2,1,4,4,3,2,1,4,1,1,2,1,2,1,2,1,1,3,2,3,2,1,1,4,4,1,2,3,2,N
4,3,4,1,1,1,4,3,3,4,3,1,1,2,2,2,2,3,1,4,3,4,4,3,4,3,4,1,3,4,4,4,4,3,3,1,3,4,4,3,3,4,3,4,4,4,3,4,2,1,4,1,3,3,3,3,4,3,4,4,N
4,2,2,4,4,3,4,2,4,1,1,2,4,4,4,1,4,2,2,4,4,4,2,4,3,2,2,2,2,2,3,2,4,4,2,3,4,4,4,2,4,2,4,4,2,2,2,2,4,2,2,1,2,4,1,2,2,4,4,4,N
2,3,4,1,3,4,2,1,1,2,2,2,1,1,2,2,2,3,2,2,2,2,2,2,4,1,2,4,3,2,4,2,2,3,2,2,2,2,1,2,4,3,1,3,1,1,1,1,1,3,2,1,4,1,1,3,3,1,1,1,N
4,4,1,1,3,4,4,4,1,2,1,4,2,4,3,1,3,2,3,4,4,1,2,4,1,1,1,2,2,4,3,4,4,2,3,2,2,3,3,4,3,2,2,4,4,3,1,4,1,2,3,2,2,4,2,2,4,4,3,2,N
4,1,2,1,1,2,2,2,4,2,3,2,1,1,2,1,1,4,4,2,2,2,1,2,4,3,4,1,3,4,4,1,4,1,3,4,3,4,3,2,1,4,3,2,2,4,3,2,4,4,1,1,4,1,4,3,4,2,3,2,N
4,1,2,4,3,2,4,3,1,4,3,2,2,3,3,4,3,4,3,4,2,4,3,4,4,2,2,2,1,1,2,2,4,4,3,2,2,2,4,3,2,1,4,2,4,4,2,1,4,1,1,4,3,1,4,3,2,4,4,2,N
4,2,2,3,2,3,2,4,4,2,2,2,4,3,4,4,3,2,1,3,2,1,4,4,4,3,4,1,1,2,2,2,1,4,3,3,4,4,4,1,2,4,1,4,4,3,1,4,1,1,4,1,1,1,2,1,4,3,3,1,N
4,2,3,4,3,2,4,4,4,4,3,2,4,1,2,4,3,2,2,1,3,2,1,3,2,4,3,2,3,3,4,2,2,4,4,3,2,1,2,4,1,1,2,1,1,2,2,1,2,1,1,2,1,2,2,1,1,2,2,1,N
2,1,3,4,1,4,1,4,3,1,3,4,3,4,4,1,4,3,3,2,4,4,4,1,2,4,4,4,3,2,3,2,2,1,1,2,1,3,3,1,2,4,2,2,4,4,1,3,2,3,1,3,3,4,4,1,1,3,2,3,N
4,3,4,4,1,3,4,1,4,1,4,4,1,2,3,1,1,2,2,1,2,1,1,2,4,1,1,3,1,3,1,1,2,3,2,3,2,1,3,3,2,4,1,1,2,1,1,3,2,2,3,1,2,1,2,2,1,4,4,2,N
4,2,3,4,4,3,4,4,4,3,1,4,1,1,3,3,3,2,4,4,1,3,3,2,3,3,3,4,3,4,4,3,2,2,2,3,3,1,2,2,4,4,4,4,2,2,4,3,3,4,1,4,3,2,2,3,3,2,1,2,N
3,2,3,3,4,1,2,4,1,3,4,3,1,3,2,1,3,2,3,1,4,4,1,2,2,1,1,2,2,4,1,1,2,3,3,4,4,2,3,3,1,3,4,2,2,4,2,4,2,3,2,2,4,3,2,1,1,2,2,4,N
3,4,2,2,4,1,2,2,3,2,2,2,4,1,1,4,1,1,2,1,4,4,2,1,2,3,2,3,2,4,3,4,3,2,4,3,1,2,2,4,3,3,3,2,3,4,1,4,1,2,1,3,4,3,2,1,1,2,4,1,N
2,2,2,1,2,3,4,4,3,1,2,4,4,3,2,1,2,1,2,2,4,3,2,2,2,2,2,3,4,4,1,3,3,3,3,2,1,2,2,3,3,1,2,1,2,1,2,2,2,2,4,1,2,3,1,2,1,2,4,1,N
1,3,2,2,1,2,2,4,4,4,4,1,2,4,4,4,4,3,4,3,4,3,3,4,4,4,3,2,1,4,3,4,3,4,4,2,2,4,3,4,3,4,4,4,3,4,4,4,3,4,1,2,2,4,3,2,2,4,4,2,N
4,1,2,2,2,3,1,3,3,2,1,4,3,2,1,2,2,2,4,1,2,4,4,3,2,1,4,3,4,4,1,3,2,2,2,1,1,1,3,2,3,1,3,4,3,4,4,4,3,3,4,4,4,4,1,2,2,2,1,2,N
3,2,3,1,4,4,4,3,3,4,4,1,3,3,4,3,2,1,3,3,3,2,1,1,2,4,1,3,1,1,3,4,3,2,2,4,1,4,3,4,4,3,1,3,4,3,3,2,1,1,2,1,4,4,3,1,2,3,3,2,N
3,2,3,2,2,4,4,2,3,4,3,3,4,4,4,3,4,4,1,2,2,2,1,2,4,4,1,3,3,2,3,2,2,4,4,2,3,2,1,4,2,2,2,3,2,1,4,2,2,2,2,3,2,1,1,4,2,1,4,3,N
2,2,4,1,2,1,4,1,2,2,3,2,2,2,1,2,1,3,2,2,1,2,2,3,1,2,2,2,4,3,2,2,4,3,2,2,1,2,2,1,1,2,2,1,1,1,4,1,1,4,1,1,1,2,2,1,1,2,3,2,N
2,3,4,3,3,3,2,4,3,3,3,3,4,3,4,3,2,3,1,3,3,1,3,1,3,4,1,1,1,4,1,3,3,2,2,2,1,1,1,3,3,4,1,2,4,4,3,4,3,4,4,1,2,2,4,2,1,3,2,2,N
2,2,3,2,3,3,2,4,3,4,3,3,1,2,2,1,3,2,3,1,3,4,4,4,4,3,4,1,1,1,4,4,3,1,4,4,3,2,2,3,2,2,3,3,4,3,2,3,2,4,4,3,3,4,4,4,4,3,1,4,N
3,3,1,1,4,3,2,3,2,3,4,3,4,2,3,2,4,1,4,2,2,1,1,1,1,3,4,4,1,2,4,2,3,3,3,4,3,3,2,3,4,3,4,1,2,4,4,1,3,3,4,4,1,2,2,3,2,2,4,3,N
2,3,4,1,4,1,1,3,4,3,4,3,2,1,3,3,4,4,3,3,2,4,1,2,1,3,2,2,1,3,2,3,1,2,3,2,1,1,3,2,4,3,3,3,4,4,1,2,1,2,3,2,2,1,1,2,3,3,4,4,N
1,3,2,4,4,3,4,4,4,1,1,1,2,3,2,4,1,2,2,2,1,3,3,1,4,1,2,2,3,2,3,1,1,2,4,4,3,1,4,4,1,4,1,4,4,4,1,2,4,4,1,1,1,1,3,4,4,3,1,3,N
1,3,4,1,1,4,1,1,3,2,3,4,2,4,4,1,1,1,2,4,4,4,1,3,2,2,3,2,2,3,3,1,4,3,4,3,2,3,2,3,3,3,2,4,3,2,2,3,2,3,3,2,2,3,2,1,2,1,2,2,N
3,3,1,3,3,3,3,1,3,1,3,1,3,3,3,1,3,3,3,3,1,3,3,3,3,3,3,3,1,2,1,2,1,2,3,4,3,4,1,4,3,4,3,2,3,4,2,4,4,4,1,1,2,4,3,2,2,1,2,3,N
2,3,3,4,1,2,1,2,2,3,1,1,2,1,2,2,2,1,1,2,2,4,3,3,2,1,2,1,2,2,1,4,4,3,2,2,3,3,4,1,3,4,3,2,2,4,4,3,3,3,4,3,3,4,2,2,1,3,2,1,N
2,3,1,3,3,3,1,1,3,3,3,3,1,2,3,3,3,3,1,2,1,2,1,4,1,4,2,2,3,2,3,4,3,2,2,4,3,2,3,2,3,3,2,4,4,1,1,2,1,4,3,2,2,3,4,3,4,3,1,1,N
4,3,4,4,1,2,2,2,1,2,2,1,1,1,2,2,1,4,3,3,3,2,2,4,3,3,3,4,3,1,2,4,1,2,1,3,1,1,3,4,3,3,4,4,3,3,2,4,3,1,4,3,3,2,2,1,1,2,3,4,N
3,2,3,2,1,2,3,2,2,4,1,3,2,1,1,2,1,1,2,2,3,2,3,1,3,2,2,4,4,4,4,1,4,4,3,1,3,2,2,4,4,3,1,3,3,3,1,4,3,2,1,4,4,4,3,4,3,1,4,1,N
2,1,2,4,2,3,4,3,2,4,1,2,1,4,2,2,3,4,1,4,4,1,1,4,3,1,4,3,3,4,1,3,4,1,4,3,3,4,1,4,3,2,2,4,4,3,2,3,2,4,3,2,1,3,4,3,2,2,3,4,N
2,4,4,2,1,1,1,2,4,3,2,4,4,4,2,4,2,1,2,3,4,2,2,1,2,3,2,2,1,2,4,1,2,2,4,4,4,4,4,4,1,4,4,1,4,4,1,4,2,4,1,2,1,2,1,2,1,2,3,4,N
3,4,3,1,2,1,1,3,4,4,3,2,4,3,3,3,3,1,3,4,4,4,1,2,4,1,3,4,3,3,3,2,4,3,3,3,4,3,1,3,2,3,3,2,4,3,4,1,2,3,4,2,4,4,4,3,1,3,2,3,N
3,1,2,4,1,4,4,1,2,4,1,2,3,2,2,4,1,2,4,3,3,4,2,1,1,2,4,4,1,2,4,4,4,1,2,3,2,2,1,1,4,4,1,4,1,1,4,3,2,4,4,4,3,4,1,1,1,1,2,1,N
4,3,3,4,4,2,4,1,4,4,4,1,2,4,2,4,2,3,4,2,1,4,4,3,3,3,1,4,4,1,2,4,1,2,2,4,4,3,4,4,4,4,1,4,4,1,2,1,3,2,4,4,4,3,2,4,2,4,3,2,N
3,2,2,2,2,4,3,2,4,2,2,1,4,3,3,3,4,3,4,2,3,4,2,3,2,4,4,4,4,1,4,1,1,1,1,2,3,1,1,1,2,4,3,3,2,2,2,2,1,4,4,3,2,2,2,2,2,2,1,2,N
3,2,4,3,4,3,1,3,2,2,4,4,4,3,3,4,4,3,4,1,3,4,1,2,2,2,2,1,4,4,2,3,3,3,4,4,4,4,4,4,3,4,3,3,4,4,3,3,4,1,4,1,2,3,1,3,3,3,1,1,N
4,1,4,4,1,4,4,4,1,1,4,4,4,1,4,4,1,3,4,4,1,1,4,4,4,1,4,4,4,1,1,4,4,1,1,4,3,1,4,4,4,1,2,4,3,4,4,4,1,1,4,1,2,1,3,3,4,3,4,4,N
2,4,2,4,4,4,2,4,4,4,4,3,4,4,2,4,2,4,4,2,4,4,3,2,4,4,4,2,4,4,4,2,4,4,4,2,4,4,2,4,2,4,3,4,4,4,2,4,4,4,2,4,4,2,4,3,4,3,4,4,N
4,3,2,3,2,2,3,1,3,2,1,1,2,4,4,1,2,1,4,4,3,4,4,4,4,2,2,4,2,2,2,4,4,3,4,1,2,2,2,1,1,4,1,2,1,1,3,2,1,3,4,1,2,1,4,4,3,3,3,2,N
2,2,2,2,4,3,3,3,4,3,4,1,3,2,2,4,3,2,3,4,4,3,3,4,1,2,2,2,3,4,3,3,4,4,3,2,1,1,1,3,2,4,1,2,3,2,2,3,2,4,3,3,1,4,2,4,3,4,4,1,N
2,1,2,2,2,2,2,1,3,2,2,2,2,2,2,2,4,1,2,1,3,4,3,3,2,2,1,4,3,4,1,3,2,1,2,2,1,2,2,2,2,4,4,4,4,4,4,3,2,4,4,4,1,2,1,2,2,2,2,3,N
4,4,1,4,4,1,3,4,2,3,2,2,2,4,2,3,4,4,2,4,1,1,2,1,4,4,2,2,2,4,1,2,1,3,4,3,2,2,4,4,4,1,1,4,2,1,3,2,1,4,2,1,2,2,2,4,2,4,4,3,N
4,3,2,2,3,2,3,2,2,1,2,2,2,1,4,3,4,4,4,3,4,4,1,2,3,4,1,4,3,3,3,4,1,2,1,4,4,3,4,1,4,3,4,4,4,4,1,3,2,4,3,2,4,3,4,4,4,1,4,1,N
2,4,2,4,2,4,4,2,1,2,4,2,4,4,4,4,2,4,3,4,4,2,4,4,3,4,1,4,4,3,2,4,4,1,4,4,1,2,2,2,1,2,3,2,2,2,4,2,2,2,4,1,3,3,2,3,3,4,2,4,N
